-----------------------------------
Unigrams and their probabilities:
lasted has probability 2.9495914815798013e-05
peace? has probability 2.9495914815798013e-05
palestinians? has probability 2.9495914815798013e-05
mideast has probability 2.9495914815798013e-05
objective has probability 2.9495914815798013e-05
confederation? has probability 2.9495914815798013e-05
peso has probability 2.9495914815798013e-05
chechnya has probability 2.9495914815798013e-05
chechen has probability 2.9495914815798013e-05
outlawed? has probability 2.9495914815798013e-05
burma? has probability 2.9495914815798013e-05
dike has probability 2.9495914815798013e-05
lifting has probability 2.9495914815798013e-05
grozny? has probability 2.9495914815798013e-05
aid? has probability 2.9495914815798013e-05
matches has probability 2.9495914815798013e-05
moscow has probability 2.9495914815798013e-05
tension has probability 2.9495914815798013e-05
faced has probability 2.9495914815798013e-05
doubles has probability 2.9495914815798013e-05
match? has probability 2.9495914815798013e-05
crackdown has probability 2.9495914815798013e-05
marcos has probability 2.9495914815798013e-05
accidents has probability 2.9495914815798013e-05
poorly has probability 2.9495914815798013e-05
orders? has probability 2.9495914815798013e-05
monopoly has probability 2.9495914815798013e-05
vietnam has probability 2.9495914815798013e-05
colleagues has probability 2.9495914815798013e-05
nafo has probability 2.9495914815798013e-05
greenland has probability 2.9495914815798013e-05
drink has probability 2.359673185263841e-05
guns? has probability 2.359673185263841e-05
supporters has probability 2.359673185263841e-05
werent has probability 2.359673185263841e-05
activities? has probability 2.359673185263841e-05
abandoned? has probability 2.359673185263841e-05
yard? has probability 2.359673185263841e-05
box has probability 2.359673185263841e-05
workforce has probability 2.359673185263841e-05
short? has probability 2.359673185263841e-05
cannot has probability 2.359673185263841e-05
behind? has probability 2.359673185263841e-05
announcement? has probability 2.359673185263841e-05
troubled has probability 2.359673185263841e-05
lacking has probability 2.359673185263841e-05
absent? has probability 2.359673185263841e-05
passing has probability 2.359673185263841e-05
ebola has probability 2.359673185263841e-05
flame has probability 2.359673185263841e-05
patients has probability 2.359673185263841e-05
storm? has probability 2.359673185263841e-05
spying has probability 2.359673185263841e-05
certificates has probability 2.359673185263841e-05
website? has probability 2.359673185263841e-05
breed has probability 2.359673185263841e-05
risk has probability 2.359673185263841e-05
vital has probability 2.359673185263841e-05
are? has probability 2.359673185263841e-05
producing has probability 2.359673185263841e-05
hand has probability 2.359673185263841e-05
notice has probability 2.359673185263841e-05
10,000 has probability 2.359673185263841e-05
minutes has probability 2.359673185263841e-05
owed? has probability 2.359673185263841e-05
desire has probability 2.359673185263841e-05
hopes has probability 2.359673185263841e-05
spinning has probability 2.359673185263841e-05
both? has probability 2.359673185263841e-05
deny has probability 2.359673185263841e-05
festival has probability 2.359673185263841e-05
festival? has probability 2.359673185263841e-05
society? has probability 2.359673185263841e-05
treat has probability 2.359673185263841e-05
smoke? has probability 2.359673185263841e-05
foods? has probability 2.359673185263841e-05
rescue has probability 2.359673185263841e-05
emissions has probability 2.359673185263841e-05
souring has probability 2.359673185263841e-05
threatened has probability 2.359673185263841e-05
later? has probability 2.359673185263841e-05
journal has probability 2.359673185263841e-05
carry has probability 2.359673185263841e-05
threatening? has probability 2.359673185263841e-05
friendly has probability 2.359673185263841e-05
owners has probability 2.359673185263841e-05
opinion? has probability 2.359673185263841e-05
risky? has probability 2.359673185263841e-05
communities has probability 2.359673185263841e-05
governor has probability 2.359673185263841e-05
mountain has probability 2.359673185263841e-05
mystery has probability 2.359673185263841e-05
march has probability 2.359673185263841e-05
calling has probability 2.359673185263841e-05
tourist has probability 2.359673185263841e-05
activists? has probability 2.359673185263841e-05
matches? has probability 2.359673185263841e-05
behavior has probability 2.359673185263841e-05
communicate has probability 2.359673185263841e-05
treated has probability 2.359673185263841e-05
rover has probability 2.359673185263841e-05
humans? has probability 2.359673185263841e-05
draw has probability 2.359673185263841e-05
code? has probability 2.359673185263841e-05
topic? has probability 2.359673185263841e-05
connection? has probability 2.359673185263841e-05
it, has probability 2.359673185263841e-05
remains has probability 2.359673185263841e-05
ball? has probability 2.359673185263841e-05
consequences? has probability 2.359673185263841e-05
bigger has probability 2.359673185263841e-05
stronger has probability 2.359673185263841e-05
syndicate has probability 2.359673185263841e-05
note? has probability 2.359673185263841e-05
notes? has probability 2.359673185263841e-05
priced has probability 2.359673185263841e-05
single-a has probability 2.359673185263841e-05
chemicals? has probability 2.359673185263841e-05
buyers has probability 2.359673185263841e-05
inventory? has probability 2.359673185263841e-05
quarters? has probability 2.359673185263841e-05
impacted has probability 2.359673185263841e-05
backing has probability 2.359673185263841e-05
airlines? has probability 2.359673185263841e-05
renew has probability 2.359673185263841e-05
bottom has probability 2.359673185263841e-05
clearance has probability 2.359673185263841e-05
david has probability 2.359673185263841e-05
paul has probability 2.359673185263841e-05
per-share has probability 2.359673185263841e-05
stem has probability 2.359673185263841e-05
eight has probability 2.359673185263841e-05
prisoners? has probability 2.359673185263841e-05
anc? has probability 2.359673185263841e-05
alive? has probability 2.359673185263841e-05
outlets? has probability 2.359673185263841e-05
enforce has probability 2.359673185263841e-05
differently has probability 2.359673185263841e-05
writer has probability 2.359673185263841e-05
aware has probability 2.359673185263841e-05
i'm has probability 2.359673185263841e-05
page has probability 2.359673185263841e-05
usd has probability 2.359673185263841e-05
sale has probability 2.359673185263841e-05
assume has probability 2.359673185263841e-05
places has probability 2.359673185263841e-05
fill? has probability 2.359673185263841e-05
players? has probability 2.359673185263841e-05
overdue? has probability 2.359673185263841e-05
meet? has probability 2.359673185263841e-05
guy? has probability 2.359673185263841e-05
software? has probability 2.359673185263841e-05
contributor has probability 2.359673185263841e-05
analysis? has probability 2.359673185263841e-05
swap? has probability 2.359673185263841e-05
inc has probability 2.359673185263841e-05
ratio has probability 2.359673185263841e-05
payments? has probability 2.359673185263841e-05
america? has probability 2.359673185263841e-05
van has probability 2.359673185263841e-05
closing has probability 2.359673185263841e-05
lines? has probability 2.359673185263841e-05
constitute has probability 2.359673185263841e-05
declined? has probability 2.359673185263841e-05
warrants has probability 2.359673185263841e-05
ltd? has probability 2.359673185263841e-05
technology? has probability 2.359673185263841e-05
liberal has probability 2.359673185263841e-05
weak? has probability 2.359673185263841e-05
possibility has probability 2.359673185263841e-05
am has probability 2.359673185263841e-05
long-term has probability 2.359673185263841e-05
view? has probability 2.359673185263841e-05
fundamental has probability 2.359673185263841e-05
self has probability 2.359673185263841e-05
advantage has probability 2.359673185263841e-05
measuring has probability 2.359673185263841e-05
partnership has probability 2.359673185263841e-05
formed? has probability 2.359673185263841e-05
permit has probability 2.359673185263841e-05
competition? has probability 2.359673185263841e-05
machinists has probability 2.359673185263841e-05
investments? has probability 2.359673185263841e-05
delay? has probability 2.359673185263841e-05
wrongdoing has probability 2.359673185263841e-05
things? has probability 2.359673185263841e-05
measured has probability 2.359673185263841e-05
drive has probability 2.359673185263841e-05
hesitant has probability 2.359673185263841e-05
templeton has probability 2.359673185263841e-05
harmful has probability 2.359673185263841e-05
tested has probability 2.359673185263841e-05
quake has probability 2.359673185263841e-05
damages has probability 2.359673185263841e-05
suffer? has probability 2.359673185263841e-05
rescued? has probability 2.359673185263841e-05
left? has probability 2.359673185263841e-05
fault? has probability 2.359673185263841e-05
troops? has probability 2.359673185263841e-05
non has probability 2.359673185263841e-05
reserve has probability 2.359673185263841e-05
spin has probability 2.359673185263841e-05
guilty? has probability 2.359673185263841e-05
authors has probability 2.359673185263841e-05
identified? has probability 2.359673185263841e-05
hurt? has probability 2.359673185263841e-05
film has probability 2.359673185263841e-05
extended has probability 2.359673185263841e-05
package has probability 2.359673185263841e-05
excessive? has probability 2.359673185263841e-05
golden has probability 2.359673185263841e-05
response? has probability 2.359673185263841e-05
reserves? has probability 2.359673185263841e-05
key? has probability 2.359673185263841e-05
